path	role	sha256	bytes
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/candidates/W_A3/APP-PKG08/DEL-08-01/ScopeOfWork.md	DERIVATIVE_CANDIDATE	3d61ba8d613f42d57f6c5af3601efd33de613260867c8c8701c1f5205f3eed6e	32601
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/CHECKS.md	AUTHOR_CHECKS	d06e324f9f22c047012a68e78b1bfb50f55b1d741c5fcd31588ca37f99f0e7f2	2815
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/DETERMINISM.tsv	DETERMINISM_LEDGER	1811e13d4e0a007f981a15133a0449b9a6fa00957b3c356e36189dac59c02b4e	1162
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/LAUNCH_BRIEF.md	SEALED_BRIEF	3a79897910f08e95057144c614e2e5d92c400a7406fbec205050e9e00c67fcab	4114
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/PORTABILITY.md	PORTABILITY_RECORD	2bb52153618ba611f10a235faaf41434905be6502848f6b0801fa05b237f5e21	761
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/PRESERVED_LITERALS.tsv	PRESERVED_LITERAL_INVENTORY	3b488c505ffac1dbcf408c72bc9f9812f9485ca4a3e60349a553477e0f8953f5	685
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/RETURN.md	TERMINAL_RETURN	30dd0dc1085502c45e8b16fe41892d8dd4e056abc93d7633fefa2ad922abc244	2899
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/SOURCE_HASHES.tsv	SOURCE_CONTROL_LEDGER	63a627ee0b146af0c70d361a450d73f9b6e4f56f7e9f7fc480bf621744e66edc	2637
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/STATUS.json	TERMINAL_STATUS	6260d188bca7f50e64fd3612e9531c42d5b255a4aa8acd6ae35695cf6bba57df	1119
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/_run_records/TASK_RUN_2026-07-13_1532.md	TASK_RUN_RECORD	ed42da7cb3544db48b531438065a8ce168f45c8e1e3b3c6d89f90f5fc55713a9	3906
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/CANDIDATE_VALIDATION.json	CANDIDATE_VALIDATION	307efbadbef1f3cfbfd749ca9e822080cac99976b3f83a529759fa0890822556	186
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/CLAIM_MAP_RUN1.csv	CLAIM_MAP_RUN1	618fe0fa1c2456af8056c9136bbff1fbb98d83a3d4484c88dbab106aa0ce32e1	4430
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/CLAIM_MAP_RUN2.csv	CLAIM_MAP_RUN2	618fe0fa1c2456af8056c9136bbff1fbb98d83a3d4484c88dbab106aa0ce32e1	4430
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/NEGATIVE_CHECKLIST.stderr	NEGATIVE_CHECKLIST_STDERR	b37a0cca9858c0352661b65d064e00020bbe562dbdaab6454812cd6c24f7dd2c	167
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/NEGATIVE_CHECKLIST.stdout	NEGATIVE_CHECKLIST_STDOUT	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/NEGATIVE_DUAL_VALIDATION.json	NEGATIVE_DUAL_VALIDATION	0a28bce546a6f72d25e893999007ef5c2014d4736bbd3233bcd6e78f1efb873c	354
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/NEGATIVE_DUAL_VALIDATION.stderr	NEGATIVE_DUAL_STDERR	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/NEGATIVE_PARTIAL_VALIDATION.json	NEGATIVE_PARTIAL_VALIDATION	8a0cf268a7df7eab742c13e40df768b9d687ae71843ce68f06e6838a64c12b90	342
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/NEGATIVE_PARTIAL_VALIDATION.stderr	NEGATIVE_PARTIAL_STDERR	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/NEGATIVE_RESULTS.txt	NEGATIVE_RESULTS	a146eda6eb30072c42252411b4592dacfb0235a21c8bf01335a6a05cf0994258	63
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/PARITY_RUN1.json	PARITY_RUN1_JSON	0f252d40957acc81c50c5684a47125cbff08c9c8e75ddba9aebb89bcdf43955f	5901
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/PARITY_RUN1.md	PARITY_RUN1_MD	8f20b28ec56da8b2dddb81d79b921ef3d07581e3c01ee27b4fff531f5ee6dd1d	183
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/PARITY_RUN2.json	PARITY_RUN2_JSON	0f252d40957acc81c50c5684a47125cbff08c9c8e75ddba9aebb89bcdf43955f	5901
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/PARITY_RUN2.md	PARITY_RUN2_MD	8f20b28ec56da8b2dddb81d79b921ef3d07581e3c01ee27b4fff531f5ee6dd1d	183
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/REVIEW_CHECKLIST_RUN1.json	CHECKLIST_RUN1	19b43349b863673bde81889c470dc361b490af9b984ca9c062ea2443da954c3b	1580
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/REVIEW_CHECKLIST_RUN2.json	CHECKLIST_RUN2	19b43349b863673bde81889c470dc361b490af9b984ca9c062ea2443da954c3b	1580
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/ScopeOfWork_RUN1.html	HTML_RUN1	18a00d3ea47ad0dc3965dd12164eae8f1fc5bb62c5fc5b7fafff56a42c5bdc4b	34258
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/ScopeOfWork_RUN2.html	HTML_RUN2	18a00d3ea47ad0dc3965dd12164eae8f1fc5bb62c5fc5b7fafff56a42c5bdc4b	34258
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/VALIDATION_RUN1.json	VALIDATION_RUN1	e581df0512e8169e1b4b877893ce48173b297beed6b12bde1ba6c69a2b6065bd	206
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-01/workspace/evidence/VALIDATION_RUN2.json	VALIDATION_RUN2	e581df0512e8169e1b4b877893ce48173b297beed6b12bde1ba6c69a2b6065bd	206
