SectionID,SourceDoc,SourcePrefix,Path,Depth,Title,LineStart,LineEnd,PageFirst,PageLast,HtmlAnchor,ContentHash,InScope,IsFrontMatter,IsBackMatter,FigureRefs,TableRefs,EquationRefs,AssetIDs,Text
SEC-SKP024-0001,SRC-SKILLPACK-KTY-METADATA-ALIGN,SKP024,Source Pack: Skill pack: kty-metadata-align,1,Source Pack: Skill pack: kty-metadata-align,1,7,,,SRC-SKILLPACK-KTY-METADATA-ALIGN.html#SEC-SKP024-0001,c32e5ca16ce7,True,False,False,,,,,BatchID: `BATCH4_SKILL_PACKS_20260614T060717Z`  Source truth remains the original repo component files listed under each component heading. This generated markdown is a DOMAIN_DECOMP review and worker substrate only.
SEC-SKP024-0002,SRC-SKILLPACK-KTY-METADATA-ALIGN,SKP024,Component: skills/kty-metadata-align/BRIEF_SCHEMA.md,2,Component: skills/kty-metadata-align/BRIEF_SCHEMA.md,8,9,,,SRC-SKILLPACK-KTY-METADATA-ALIGN.html#SEC-SKP024-0002,dfddeadca1d2,True,False,False,,,,,
SEC-SKP024-0003,SRC-SKILLPACK-KTY-METADATA-ALIGN,SKP024,kty-metadata-align — Brief Schema,3,kty-metadata-align — Brief Schema,10,35,,,SRC-SKILLPACK-KTY-METADATA-ALIGN.html#SEC-SKP024-0003,163d7dd13760,True,False,False,,,,,Use this skill with a generic TASK shell (no profile) like this:  ```md PURPOSE: Align one KTY's metadata after DOMAIN regeneration. RequestedBy: ORCHESTRATOR  ScopePath: /abs/path/to/CAT-003_Operations/1_Working/KTY-03-02_Onboarding-Checklist TaskSkill: kty-metadata-align AllowedWriteTargets:   - /abs/path/to/CAT-003_Operations/1_Working/KTY-03-02_Onboarding-Checklist/_CONTEXT.md   - /abs/path/to/CAT-003_Operations/1_Working/KTY-03-02_Onboarding-Checklist/_STATUS.md   - /abs/path/to/CAT-003_Operations/1_Working/KTY-03-02_Onboarding-Checklist/_REFERENCES.md   - /abs/path/to/CAT-003_Operations/1_Working/KTY-03-02_Onboarding-Checklist/2_Checking/From/KTY_Metadata_Alignment.md  RuntimeOverrides:   KTY_PATH: /abs/path/to/CAT-003_Operations/1_Working/KTY-03-02_Onboarding-Checklist   DECOMPOSITION_REF: /abs/path/to/_Decomposition   SOURCES_ROOT: /abs/path/to/_Sources   REVIEW_OUTPUT_PATH: /abs/path/to/CAT-003_Operations/1_Working/KTY-03-02_Onboarding-Checklist/2_Checking/From/KTY_Metadata_Alignment.md   MODE: ALIGN_METADATA   REWRITE_REFERENCES: true   ALLOW_STATUS_APPEND: true ```
SEC-SKP024-0004,SRC-SKILLPACK-KTY-METADATA-ALIGN,SKP024,Required fields,4,Required fields,36,46,,,SRC-SKILLPACK-KTY-METADATA-ALIGN.html#SEC-SKP024-0004,9f278301a3c0,True,False,False,,,,,| Field | Value | Notes | |---|---|---| | `TaskSkill` | `kty-metadata-align` | Must match skill folder name | | `ScopePath` | Absolute path to one `KTY-*` folder | Normally equals `KTY_PATH` | | `AllowedWriteTargets` | Narrow list of metadata files and optional report path | Single-KTY scope only | | `RuntimeOverrides.KTY_PATH` | Absolute path to one KTY folder | Required | | `RuntimeOverrides.DECOMPOSITION_REF` | Decomposition truth source | Required | | `RuntimeOverrides.MODE` | Review or metadata-alignment mode | `REPORT_ONLY` or `ALIGN_METADATA` |
SEC-SKP024-0005,SRC-SKILLPACK-KTY-METADATA-ALIGN,SKP024,Optional fields,4,Optional fields,47,56,,,SRC-SKILLPACK-KTY-METADATA-ALIGN.html#SEC-SKP024-0005,805e132c15cb,True,False,False,,,,,"| Field | Default | Allowed values | Notes | |---|---|---|---| | `RuntimeOverrides.SOURCES_ROOT` | omitted | Absolute path | Used only to resolve authoritative source pointers | | `RuntimeOverrides.REVIEW_OUTPUT_PATH` | omitted | Absolute path | Optional report output | | `RuntimeOverrides.REWRITE_REFERENCES` | `true` | `true`, `false` | Set `false` to leave `_REFERENCES.md` untouched | | `RuntimeOverrides.ALLOW_STATUS_APPEND` | `true` | `true`, `false` | Set `false` when `_STATUS.md` must remain read-only | | `RuntimeOverrides.AUTHORITATIVE_STATUS_STATE` | omitted | Known lifecycle token | Use when the caller owns the lifecycle transition |"
SEC-SKP024-0006,SRC-SKILLPACK-KTY-METADATA-ALIGN,SKP024,TaskProfile,4,TaskProfile,57,60,,,SRC-SKILLPACK-KTY-METADATA-ALIGN.html#SEC-SKP024-0006,9658ca6fb52f,True,False,False,,,,,`NONE` — this skill runs in generic TASK shell mode without a profile.
SEC-SKP024-0007,SRC-SKILLPACK-KTY-METADATA-ALIGN,SKP024,Read boundary,4,Read boundary,61,73,,,SRC-SKILLPACK-KTY-METADATA-ALIGN.html#SEC-SKP024-0007,680eaf233b1b,True,False,False,,,,,"The skill reads:  - `{KTY_PATH}/_CONTEXT.md` - `{KTY_PATH}/_STATUS.md` - sibling `{KTY_PATH}/_MEMORY.md` / `{KTY_PATH}/MEMORY.md` when present,   paired with `_STATUS.md` as non-authoritative operational context only - `{KTY_PATH}/_REFERENCES.md` - optional `Scoping.md` / `KA-*.md` for drift observation only - decomposition material under `{DECOMPOSITION_REF}` - source pointer paths under `{SOURCES_ROOT}` only when needed"
SEC-SKP024-0008,SRC-SKILLPACK-KTY-METADATA-ALIGN,SKP024,Write boundary,4,Write boundary,74,84,,,SRC-SKILLPACK-KTY-METADATA-ALIGN.html#SEC-SKP024-0008,c44f7bf5dc5f,True,False,False,,,,,"The skill may write only:  - `{KTY_PATH}/_CONTEXT.md` - `{KTY_PATH}/_STATUS.md` - `{KTY_PATH}/_REFERENCES.md` - optional `REVIEW_OUTPUT_PATH`  It must not write `Scoping.md`, `KA-*.md`, or any decomposition file."
SEC-SKP024-0009,SRC-SKILLPACK-KTY-METADATA-ALIGN,SKP024,Typical tasks,4,Typical tasks,85,92,,,SRC-SKILLPACK-KTY-METADATA-ALIGN.html#SEC-SKP024-0009,75401dd3c2e9,True,False,False,,,,,"- align `_CONTEXT.md` after a KTY rename, category move, or scope change - append a lifecycle correction to `_STATUS.md` when the invoking workflow owns   the authoritative state - refresh `_REFERENCES.md` after decomposition or source-pointer changes - classify remaining stale `Scoping.md` / `KA-*` files as rerun work"
SEC-SKP024-0010,SRC-SKILLPACK-KTY-METADATA-ALIGN,SKP024,Notes,4,Notes,93,98,,,SRC-SKILLPACK-KTY-METADATA-ALIGN.html#SEC-SKP024-0010,3dd8cc90e2b0,True,False,False,,,,,"- This skill is metadata-only by design. - `REPORT_ONLY` is safe for audit follow-up. - Use `domain-documents` for content regeneration, not this skill."
