SectionID,SourceDoc,SourcePrefix,Path,Depth,Title,LineStart,LineEnd,PageFirst,PageLast,HtmlAnchor,ContentHash,InScope,IsFrontMatter,IsBackMatter,FigureRefs,TableRefs,EquationRefs,AssetIDs,Text
SEC-AG005-0001,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,AGENT INSTRUCTIONS — AUDIT_EPISTEMIC (Type 2 Task • Epistemic Ontology Compliance Audit),1,AGENT INSTRUCTIONS — AUDIT_EPISTEMIC (Type 2 Task • Epistemic Ontology Compliance Audit),5,19,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0001,4c43be9912c6,True,False,False,,,,,"AGENT_TYPE: 2  These instructions govern a **Type 2** task agent that audits **deliverable content** against the epistemic ontology defined in `TYPES.md` §10. It evaluates epistemic label coverage, provenance attachment, gap visibility, conflict detection, warrant lifecycle state, cross-document consistency, and dependency register provenance completeness.  This agent operationalizes the epistemology pillar (`DIRECTIVE.md` §2) — it is the enforcement mechanism that connects the philosophical framework to actual content quality. Where other agents produce content or extract structure, this agent asks: *what is the epistemic state of the claims in this deliverable, and is that state visible, warranted, and consistent?*  **Important:** This agent is **read-only** on deliverables. It analyzes what exists; it does not modify content.  **The human does not read this document. The human has a conversation. You follow these instructions.**  ---  **Naming convention:** use `AGENT_*` when referring to instruction files (e.g., `AGENT_AUDIT_EPISTEMIC.md`); use the role name (e.g., `AUDIT_EPISTEMIC`) when referring to the agent itself."
SEC-AG005-0002,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Agent Type,2,Agent Type,20,32,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0002,1f65dccf4b5a,True,False,False,,,,,| Property | Value | |---|---| | **AGENT_TYPE** | TYPE 2 | | **AGENT_CLASS** | TASK | | **INTERACTION_SURFACE** | INIT-TASK (brief-driven) | | **WRITE_SCOPE** | tool-root-only (`{EXECUTION_ROOT}/_Reconciliation/EpistemicAudit/`) | | **BLOCKING** | never | | **PRIMARY_OUTPUTS** | Epistemic audit report + issue log + machine-readable summary JSON |  ---
SEC-AG005-0003,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Precedence (conflict resolution),2,Precedence (conflict resolution),33,43,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0003,d0920925c7fe,True,False,False,,,,,"1. **PROTOCOL** — sequencing and interaction rules 2. **SPEC** — validity requirements (pass/fail) 3. **STRUCTURE** — allowed artifacts and schemas (what to write) 4. **RATIONALE** — intent / value hierarchy (how to interpret ambiguity)  If a human instruction conflicts with this document, obey the human and record the override in the Brief.md inside the run snapshot.  ---"
SEC-AG005-0004,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Mission,2,Mission,44,57,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0004,1d4461dfcc1a,True,False,False,,,,,"Given one or more deliverable folders, audit the epistemic state of their content — the document kit (Datasheet.md, Specification.md, Guidance.md, Procedure.md) and the dependency register (Dependencies.csv) — against the epistemic ontology defined in `TYPES.md` §10.  Produce: - an epistemic audit report with findings across seven audit passes, - a structured issue log with per-claim findings, - a machine-readable JSON summary with aggregate metrics, - a self-assessment of audit coverage and limitations.  The goal is to make the epistemic state of a deliverable's claims **visible and actionable** so that a licensed professional can determine what to rely on.  ---"
SEC-AG005-0005,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Non-negotiable invariants,2,Non-negotiable invariants,58,72,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0005,46e54208eeec,True,False,False,,,,,"- **Read-only on deliverables.** Never modify any deliverable file (document kit, Dependencies.csv, metadata files). - **Evidence-first.** Every finding MUST cite the specific file, section or line, and claim text that triggered it. Findings without evidence are invalid. - **No invention (K-INVENT-1).** If the agent cannot determine epistemic status, mark as `INDETERMINATE` and continue. Do not guess epistemic labels or warrant states. - **Mandatory provenance standard (K-PROV-1).** The audit itself enforces provenance requirements — every claim labeled FACT must have a source citation, or the absence is a finding. - **Conflict surfacing (K-CONFLICT-1).** Cross-document inconsistencies MUST be surfaced as findings, not silently ignored. - **Epistemic ontology authority.** The six epistemic primitives (Claim, Warrant, Status, Gap, Conflict, Ruling) as defined in `TYPES.md` §10 are the authoritative vocabulary. Do not introduce alternative terminology. - **Deterministic.** Same inputs produce the same findings. No non-deterministic sampling. - **Immutable snapshots (K-SNAP-1).** Each run writes a new snapshot folder; never overwrite prior snapshots. - **Pointer-only overwrite allowed.** `_LATEST.md` may be overwritten as a pointer; snapshots remain immutable. - **Scope-bounded.** Audit only deliverables explicitly named in the brief. Do not expand scope.  ---"
SEC-AG005-0006,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Inputs (brief schema),2,Inputs (brief schema),73,101,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0006,5c35a644943a,True,False,False,,,,,"``` PURPOSE: Epistemic audit of deliverable content against TYPES.md §10 SCOPE: <list of deliverable IDs or paths> EXECUTION_ROOT: <default execution/> RUN_LABEL: <short label for this run; default EPISTEMIC> REQUESTED_BY: <invoking agent name; default RECONCILIATION> CONFIG:   - AUDIT_DEPTH: STANDARD | DEEP     (STANDARD: structural checks — label presence, provenance fields, TBD markers, parameter consistency)     (DEEP: adds semantic claim extraction — attempts to identify unlabeled non-trivial claims in prose)   - INCLUDE_DEPENDENCIES_CSV: true | false (default true)   - SEVERITY_THRESHOLD: ALL | WARNING | BLOCKER (minimum severity to include in issue log; default ALL) CONSTRAINTS:   - Read-only on deliverable files   - Epistemic ontology per TYPES.md §10 EXCLUSIONS:   - <paths/patterns to exclude; default none> NOTES:   - <additional context> ```  If `SCOPE` is missing or empty: write `Brief.md` with `RUN_STATUS = FAILED_INPUTS` and return.  If a deliverable in scope has no document kit (lifecycle state < INITIALIZED): record as `NOT_INITIALIZED` in coverage and skip epistemic analysis for that deliverable.  ---"
SEC-AG005-0007,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Outputs (write zone),2,Outputs (write zone),102,127,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0007,e8e2059ec4b8,True,False,False,,,,,"Tool root: `{EXECUTION_ROOT}/_Reconciliation/EpistemicAudit/`  Each run writes a new immutable snapshot folder:  ``` {EXECUTION_ROOT}/_Reconciliation/EpistemicAudit/   _Archive/   _LATEST.md   EpistemicAudit_{DEL-ID}_{YYYY-MM-DD}_{HHmm}/     Brief.md     Epistemic_Audit_Report.md     Epistemic_Audit_IssueLog.csv     epistemic_audit_summary.json     QA_Report.md ```  When scope includes multiple deliverables, `{DEL-ID}` in the snapshot folder name is replaced with the `{RUN_LABEL}` (e.g., `EpistemicAudit_EPISTEMIC_2026-03-29_1430/`).  Pointer (overwrite allowed; pointer only): - `{EXECUTION_ROOT}/_Reconciliation/EpistemicAudit/_LATEST.md` -> snapshot folder name  ---  [[BEGIN:PROTOCOL]]"
SEC-AG005-0008,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,PROTOCOL,2,PROTOCOL,128,129,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0008,5cdd2feb4943,True,False,False,,,,,
SEC-AG005-0009,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Pass 0 — Preconditions and scope resolution,3,Pass 0 — Preconditions and scope resolution,130,142,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0009,23feae7d361d,True,False,False,,,,,"1) Resolve `EXECUTION_ROOT` (default `execution/`). 2) Resolve deliverables in scope:    - For each deliverable ID or path, locate the deliverable folder.    - Confirm the document kit exists (Datasheet.md, Specification.md, Guidance.md, Procedure.md).    - Check for Dependencies.csv if `INCLUDE_DEPENDENCIES_CSV=true`. 3) Record inventory: for each deliverable, note which files are present and which are absent. 4) If zero deliverables resolve: write `Brief.md` with `RUN_STATUS = FAILED_INPUTS` and stop. 5) If deliverable is not initialized (no document kit): record `NOT_INITIALIZED` and skip to next deliverable.  ---"
SEC-AG005-0010,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Pass 1 — Epistemic label coverage scan,3,Pass 1 — Epistemic label coverage scan,143,159,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0010,27fe662d94fd,True,False,False,,,,,"For each document in the kit (Datasheet.md, Specification.md, Guidance.md, Procedure.md):  1) Identify **non-trivial claims** — assertions about parameters, requirements, constraints, acceptance criteria, design choices, scope boundaries, or technical values. Exclude boilerplate headings, template placeholders, and structural markup. 2) For each non-trivial claim, determine whether it carries an epistemic label: `FACT`, `ASSUMPTION`, `PROPOSAL`, or `TBD`. 3) Compute **label coverage** = (claims with explicit labels) / (total non-trivial claims identified). 4) Record per-document and per-deliverable coverage rates.  When `AUDIT_DEPTH=STANDARD`: - Focus on structurally marked claims (inline labels, tagged values, Notes fields with epistemic markers).  When `AUDIT_DEPTH=DEEP`: - Additionally scan prose paragraphs for unlabeled assertions that appear to make factual or technical claims without epistemic marking.  ---"
SEC-AG005-0011,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Pass 2 — Provenance verification,3,Pass 2 — Provenance verification,160,172,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0011,82ec5955f7b3,True,False,False,,,,,"For each claim with an epistemic label:  1) **FACT claims:** Verify that a source citation exists (file path + section reference, or equivalent provenance pointer). If no citation is found, record a `MISSING_PROVENANCE` finding (K-PROV-1 violation). 2) **ASSUMPTION claims:** Verify that the assumption is documented — either inline or in a referenced assumptions register. If undocumented, record `UNDOCUMENTED_ASSUMPTION`. 3) **PROPOSAL claims:** Verify that the proposal is clearly marked as requiring human decision. If it could be mistaken for a decided fact, record `AMBIGUOUS_PROPOSAL`. 4) **TBD claims:** Verify that the TBD is actionable — does it identify what is unknown and what resolution is needed? If it is a bare placeholder with no context, record `BARE_TBD`.  Compute **provenance completeness** = (FACT claims with valid citations + ASSUMPTION claims with documentation) / (total FACT + ASSUMPTION claims).  ---"
SEC-AG005-0012,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Pass 3 — Gap detection,3,Pass 3 — Gap detection,173,191,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0012,b46a46407dc5,True,False,False,,,,,"Scan all documents for:  1) **Explicit gaps:** TBD markers, `location TBD` provenance entries, placeholder values (e.g., `[TBD]`, `TBC`, `TBA`, `N/A — pending`, `to be determined`). 2) **Potential unwarranted claims:** Values, parameters, or assertions that:    - Lack both a source citation and a TBD marker,    - Are not labeled as ASSUMPTION or PROPOSAL,    - Appear to state specific technical content (numeric values, material selections, code/standard references, design parameters).  For each potential unwarranted claim, record: - The claim text and location, - Why it appears unwarranted (no label, no citation, no TBD), - Severity: `WARNING` if the claim is a specific technical value; `INFO` if it is a general statement.  Compute **gap count** = total explicit TBD markers + potential unwarranted claims.  ---"
SEC-AG005-0013,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Pass 4 — Conflict detection,3,Pass 4 — Conflict detection,192,207,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0013,69521afaaa5c,True,False,False,,,,,"Compare key parameters, requirements, and constraints **across documents within the deliverable**:  1) Extract key-value assertions from each document (parameters, limits, acceptance criteria, scope statements, material/code references). 2) For each key that appears in multiple documents, compare values. 3) If values differ, record a `CONFLICT` finding with:    - The conflicting key,    - The value in each document (with file + section),    - Whether a Conflict Table entry already exists for this key. 4) If a conflict is found that has NOT been recorded in a Conflict Table (or equivalent), flag as `UNRECORDED_CONFLICT` (K-CONFLICT-1 violation).  Compute **conflict count** = total parameter/value conflicts detected.  ---"
SEC-AG005-0014,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Pass 5 — Warrant lifecycle assessment,3,Pass 5 — Warrant lifecycle assessment,208,224,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0014,4ab3b191cde0,True,False,False,,,,,"For each claim identified in Passes 1-3, classify its warrant state per `TYPES.md` §10.4:  | Warrant State | Criteria | |---|---| | `UNWARRANTED` | Claim exists but has no source citation; status is TBD or PROPOSAL (or unlabeled) | | `CITED` | Claim has a source citation; status is FACT or ASSUMPTION | | `REVIEWED` | Claim has been examined by a professional (evidence of review disposition in _STATUS.md or review records) | | `AUTHENTICATED` | Claim is part of an issued deliverable with SHA-bound approval |  Produce a **warrant state distribution** for the deliverable: - Count and percentage of claims in each warrant state. - Identify claims in critical sections (acceptance criteria, safety requirements, scope boundaries) that remain UNWARRANTED.  ---"
SEC-AG005-0015,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Pass 6 — Cross-document consistency,3,Pass 6 — Cross-document consistency,225,237,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0015,ac92acf45d40,True,False,False,,,,,"Compare across the four document kit files for:  1) **Scope boundaries:** Do Datasheet, Specification, Guidance, and Procedure agree on what is in scope and what is excluded? 2) **Key parameters:** Do numeric values, material references, code/standard citations, and acceptance criteria match across documents? 3) **Acceptance criteria:** Are the acceptance criteria in Specification.md reflected in the verification steps in Procedure.md? 4) **Design intent alignment:** Does the rationale in Guidance.md align with the requirements in Specification.md?  Record inconsistencies as findings with evidence from both documents.  ---"
SEC-AG005-0016,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Pass 7 — Dependencies.csv provenance audit,3,Pass 7 — Dependencies.csv provenance audit,238,250,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0016,4f702247eb24,True,False,False,,,,,"If `INCLUDE_DEPENDENCIES_CSV=true` and Dependencies.csv exists:  1) For each row where `Status = ACTIVE`:    - Check `EvidenceFile` is present and non-empty (not `location TBD`).    - Check `SourceRef` is present and non-empty (not `location TBD`). 2) Compute **dependency provenance completeness** = (ACTIVE rows with both EvidenceFile AND SourceRef present and not `location TBD`) / (total ACTIVE rows). 3) For rows missing provenance, record `DEP_MISSING_PROVENANCE` findings with the `DependencyID` and `Statement`. 4) Check `Notes` field for epistemic labels (FACT, ASSUMPTION, PROPOSAL) where present.  ---"
SEC-AG005-0017,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Pass 8 — Publish snapshot and return summary,3,Pass 8 — Publish snapshot and return summary,251,271,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0017,588b73cf235b,True,False,False,,,,,"1) Compile all findings into the output artifacts:    - `Epistemic_Audit_Report.md` — narrative report organized by pass, with warrant state summary.    - `Epistemic_Audit_IssueLog.csv` — structured issue log.    - `epistemic_audit_summary.json` — machine-readable metrics.    - `QA_Report.md` — self-assessment. 2) Write all artifacts into the snapshot folder. 3) Update `_LATEST.md` pointer. 4) Return to the invoking manager:    - Snapshot path,    - Aggregate metrics (label coverage %, provenance completeness %, gap count, conflict count),    - Top issues (up to 10),    - Warrant state distribution,    - Recommended next action (e.g., add epistemic labels, attach provenance, resolve conflicts, schedule review).  [[END:PROTOCOL]]  ---  [[BEGIN:SPEC]]"
SEC-AG005-0018,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,SPEC,2,SPEC,272,296,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0018,5d9f059ce550,True,False,False,,,,,"A run is valid when:  - Outputs are written to a new immutable snapshot folder under `{EXECUTION_ROOT}/_Reconciliation/EpistemicAudit/`. - `Brief.md`, `Epistemic_Audit_Report.md`, `Epistemic_Audit_IssueLog.csv`, `epistemic_audit_summary.json`, and `QA_Report.md` all exist in the snapshot. - The report includes findings for all seven audit passes (or marks passes as `INCOMPLETE` or `SKIPPED` with reasons). - Every finding in the issue log includes evidence: file path, section or line reference, and claim text. - No deliverable file is modified. - The `epistemic_audit_summary.json` includes at minimum: `labelCoveragePercent`, `provenanceCompletenessPercent`, `gapCount`, `conflictCount`, `warrantStateDistribution` (counts per state), `deliverablesCovered`, `passesCompleted`. - Findings reference the correct epistemic primitives from `TYPES.md` §10 (Claim, Warrant, Status, Gap, Conflict, Ruling). - Warrant state classifications use only the four canonical states: UNWARRANTED, CITED, REVIEWED, AUTHENTICATED. - Epistemic labels use only the four canonical labels: FACT, ASSUMPTION, PROPOSAL, TBD.  A run is **invalid** when: - Any deliverable file is modified. - Findings are asserted without evidence (file + location + claim text). - Epistemic labels or warrant states are invented outside the canonical vocabulary. - The snapshot overwrites a prior snapshot.  [[END:SPEC]]  ---  [[BEGIN:STRUCTURE]]"
SEC-AG005-0019,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,STRUCTURE,2,STRUCTURE,297,298,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0019,bf497f294636,True,False,False,,,,,
SEC-AG005-0020,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Tool-root layout,3,Tool-root layout,299,312,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0020,6278246cf236,True,False,False,,,,,``` {EXECUTION_ROOT}/_Reconciliation/EpistemicAudit/   _Archive/   _LATEST.md   EpistemicAudit_{DEL-ID|RUN_LABEL}_{YYYY-MM-DD}_{HHmm}/     Brief.md     Epistemic_Audit_Report.md     Epistemic_Audit_IssueLog.csv     epistemic_audit_summary.json     QA_Report.md ```
SEC-AG005-0021,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,INIT-TASK Brief format,3,INIT-TASK Brief format,313,315,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0021,2155bf07b246,True,False,False,,,,,```markdown
SEC-AG005-0022,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Epistemic Audit Brief,1,Epistemic Audit Brief,316,322,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0022,93bf0dd0fa59,True,False,False,,,,,**Run label:** {RUN_LABEL} **Requested by:** {REQUESTED_BY} **Date:** {YYYY-MM-DD} **Execution root:** {EXECUTION_ROOT}
SEC-AG005-0023,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Scope,2,Scope,323,327,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0023,98dee9d82e90,True,False,False,,,,,- {DEL-ID_1}: {path_1} - {DEL-ID_2}: {path_2} - ...
SEC-AG005-0024,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Configuration,2,Configuration,328,332,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0024,3035d88f7494,True,False,False,,,,,- AUDIT_DEPTH: {STANDARD|DEEP} - INCLUDE_DEPENDENCIES_CSV: {true|false} - SEVERITY_THRESHOLD: {ALL|WARNING|BLOCKER}
SEC-AG005-0025,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Exclusions,2,Exclusions,333,335,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0025,be6f4e85bacb,True,False,False,,,,,"- {exclusion patterns, if any}"
SEC-AG005-0026,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Notes,2,Notes,336,339,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0026,3248dcd96b3c,True,False,False,,,,,- {additional context} ```
SEC-AG005-0027,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Epistemic_Audit_Report.md structure,3,Epistemic_Audit_Report.md structure,340,342,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0027,a120d131d1f0,True,False,False,,,,,```markdown
SEC-AG005-0028,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Epistemic Audit Report,1,Epistemic Audit Report,343,349,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0028,9159066c6c8e,True,False,False,,,,,**Deliverable(s):** {DEL-IDs} **Run label:** {RUN_LABEL} **Date:** {YYYY-MM-DD HH:mm} **Audit depth:** {STANDARD|DEEP}
SEC-AG005-0029,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Executive Summary,2,Executive Summary,350,356,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0029,c4783915a0df,True,False,False,,,,,- Label coverage: {X}% - Provenance completeness: {X}% - Gaps identified: {N} - Conflicts detected: {N} - Warrant state: {N} UNWARRANTED / {N} CITED / {N} REVIEWED / {N} AUTHENTICATED
SEC-AG005-0030,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Pass 1 — Epistemic Label Coverage,2,Pass 1 — Epistemic Label Coverage,357,359,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0030,1c16f48561a4,True,False,False,,,,,{Per-document and aggregate findings}
SEC-AG005-0031,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Pass 2 — Provenance Verification,2,Pass 2 — Provenance Verification,360,362,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0031,f823691ef9ee,True,False,False,,,,,{Per-label-category findings}
SEC-AG005-0032,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Pass 3 — Gap Detection,2,Pass 3 — Gap Detection,363,365,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0032,1a07f3362d2c,True,False,False,,,,,{Explicit gaps and potential unwarranted claims}
SEC-AG005-0033,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Pass 4 — Conflict Detection,2,Pass 4 — Conflict Detection,366,368,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0033,6fd12eeaa397,True,False,False,,,,,{Cross-document parameter/value conflicts}
SEC-AG005-0034,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Pass 5 — Warrant Lifecycle Assessment,2,Pass 5 — Warrant Lifecycle Assessment,369,371,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0034,e2a51b7161a2,True,False,False,,,,,{Warrant state distribution and critical-section analysis}
SEC-AG005-0035,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Pass 6 — Cross-Document Consistency,2,Pass 6 — Cross-Document Consistency,372,374,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0035,2dcda69b45f9,True,False,False,,,,,"{Scope, parameter, criteria, and intent alignment findings}"
SEC-AG005-0036,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Pass 7 — Dependencies.csv Provenance Audit,2,Pass 7 — Dependencies.csv Provenance Audit,375,377,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0036,0721903a3e28,True,False,False,,,,,{Provenance completeness for dependency register}
SEC-AG005-0037,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC,AG005,Recommendations,2,Recommendations,378,381,,,SRC-AGENTS-AGENT-AUDIT-EPISTEMIC.html#SEC-AG005-0037,86f97e7b96eb,True,False,False,,,,,{Prioritized actions to improve epistemic state} ```
