LocalSeq,UnitStatement,SourceRef,ContentHash,InOutStatus,SectionID,DispatchUnitID,Corrects,Notes
1,The canonical-hash parity corpus test (H1/verification F-5a) pins the engine's canonical JSON form as RFC 8785 (JCS) since H5.,@repo/core/model_operations/operation_applier/tests/canonical_hash_parity.rs:L1|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0092,f1c97bfcbc53,IN,SEC-CC001-0092,UNIT-CC001-0008,,
2,"fixtures/canonical_hash/cases.json pins the engine's RFC 8785 (JCS) canonical JSON form — UTF-16-sorted keys, ECMAScript number rendering — and its SHA-256 for invented inputs.",@repo/core/model_operations/operation_applier/tests/canonical_hash_parity.rs:L3|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0092,a9e51ad5d333,IN,SEC-CC001-0092,UNIT-CC001-0008,,
3,"The native canonical-hash test is the blessing authority; run CANONICAL_HASH_BLESS=1 cargo test to regenerate expectations, then review the diff.",@repo/core/model_operations/operation_applier/tests/canonical_hash_parity.rs:L5|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0092,eb89555c609e,IN,SEC-CC001-0092,UNIT-CC001-0008,,
4,"The desktop Vitest suite replays the same canonical-hash cases through the wasm exports canonical_json_string and canonical_sha256_hex, proving native and wasm lanes agree byte-for-byte on the same input text.",@repo/core/model_operations/operation_applier/tests/canonical_hash_parity.rs:L7|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0092,cdc4149ad196,IN,SEC-CC001-0092,UNIT-CC001-0008,,
5,"Canonical-hash cases carry their input as a raw JSON string so both lanes parse identical text; number rendering (1e9 to 1000000000, 200.0 to 200) is part of the pinned behavior.",@repo/core/model_operations/operation_applier/tests/canonical_hash_parity.rs:L12|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0092,11bcf194f393,IN,SEC-CC001-0092,UNIT-CC001-0008,,
6,The parity test imports canonical_json and sha256_hex from the open_pipe_stress_operation_applier crate.,@repo/core/model_operations/operation_applier/tests/canonical_hash_parity.rs:L17|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0092,b8f248756dde,IN,SEC-CC001-0092,UNIT-CC001-0008,,
7,The canonical-hash parity corpus enforces a coverage floor of at least 20 cases.,@repo/core/model_operations/operation_applier/tests/canonical_hash_parity.rs:L37|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0092,253c60173379,IN,SEC-CC001-0092,UNIT-CC001-0008,,
8,"For each case the test parses input_json, computes canonical_json then sha256_hex, and asserts the result matches expected_canonical and expected_sha256.",@repo/core/model_operations/operation_applier/tests/canonical_hash_parity.rs:L48|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0092,e1be51125f81,IN,SEC-CC001-0092,UNIT-CC001-0008,,
9,In bless mode the test rewrites each case with the newly computed expected_canonical and expected_sha256 and writes the pretty-printed corpus back to disk.,@repo/core/model_operations/operation_applier/tests/canonical_hash_parity.rs:L51|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0092,2e96f25522d2,IN,SEC-CC001-0092,UNIT-CC001-0008,,
10,The cross-engine operation contract corpus runner (TP-SEAM-CORPUS-001) executes every case in fixtures/model_operations/contract_corpus/ through the crate's validate_operation/apply_operation seam and asserts the recorded outcome.,@repo/core/model_operations/operation_applier/tests/contract_corpus.rs:L1|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0093,8aa3d3a46ebe,IN,SEC-CC001-0093,UNIT-CC001-0008,,
