SourceDocID,SourcePrefix,SourceName,RepoRelPath,SourceGroup,BatchID,SectionID,Path,Depth,Title,LineStart,LineEnd,LineSpan,InScope,IsFrontMatter,IsBackMatter,INAtomCount,OutAtomCount,TbdAtomCount,OtherAtomCount,TotalAtomCount,AtomsPer50Lines,CoverageClass,ZeroCoverageFlag,Gate5ReviewStatus,CoverageReviewHtmlPath,CoverageReviewHref,ZeroCoverageIssueID,AttestationStatus,AttestationNote
SRC-CODE-APPS,CA001,apps,apps/,CODE_APPS,ATOMIZED,SEC-CA001-0001,Source Pack: SRC-CODE-APPS,1,Source Pack: SRC-CODE-APPS,1,8,8,TRUE,FALSE,FALSE,0,0,0,0,0,0.0000,cov-empty,TRUE,PENDING_ZERO_COVERAGE_REVIEW,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html#SEC-CA001-0001,OI-024,ACCEPTED_GATE5_SCAFFOLD_FOR_FILL,"STRUCTURAL_COMPONENT_HEADER: auto-attested (structural/boilerplate/OUT-TBD, not a Phase-2 gap)."
SRC-CODE-APPS,CA001,apps,apps/,CODE_APPS,ATOMIZED,SEC-CA001-0002,Component: apps/desktop/SMOKE.md,2,Component: apps/desktop/SMOKE.md,9,10,2,TRUE,FALSE,FALSE,0,0,0,0,0,0.0000,cov-empty,TRUE,PENDING_ZERO_COVERAGE_REVIEW,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html#SEC-CA001-0002,OI-024,ACCEPTED_GATE5_SCAFFOLD_FOR_FILL,"STRUCTURAL_COMPONENT_HEADER: auto-attested (structural/boilerplate/OUT-TBD, not a Phase-2 gap)."
SRC-CODE-APPS,CA001,apps,apps/,CODE_APPS,ATOMIZED,SEC-CA001-0003,Desktop Physics Workflow Smoke,3,Desktop Physics Workflow Smoke,11,17,7,TRUE,FALSE,FALSE,3,0,0,0,3,3.0000,cov-high,FALSE,NONZERO_OR_OUT_OF_SCOPE,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html#SEC-CA001-0003,,ACCEPTED_GATE5_NONZERO,
SRC-CODE-APPS,CA001,apps,apps/,CODE_APPS,ATOMIZED,SEC-CA001-0004,Start,4,Start,18,26,9,TRUE,FALSE,FALSE,2,0,0,0,2,2.0000,cov-high,FALSE,NONZERO_OR_OUT_OF_SCOPE,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html#SEC-CA001-0004,,ACCEPTED_GATE5_NONZERO,
SRC-CODE-APPS,CA001,apps,apps/,CODE_APPS,ATOMIZED,SEC-CA001-0005,Required Checks,4,Required Checks,27,150,124,TRUE,FALSE,FALSE,36,0,0,0,36,14.5161,cov-high,FALSE,NONZERO_OR_OUT_OF_SCOPE,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html#SEC-CA001-0005,,ACCEPTED_GATE5_NONZERO,
SRC-CODE-APPS,CA001,apps,apps/,CODE_APPS,ATOMIZED,SEC-CA001-0006,Current Status,4,Current Status,151,2012,1862,TRUE,FALSE,FALSE,122,1,0,0,123,3.2760,cov-high,FALSE,NONZERO_OR_OUT_OF_SCOPE,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html#SEC-CA001-0006,,ACCEPTED_GATE5_NONZERO,
SRC-CODE-APPS,CA001,apps,apps/,CODE_APPS,ATOMIZED,SEC-CA001-0007,TP-MAC-74 — open-by-id-project-picker,4,TP-MAC-74 — open-by-id-project-picker,2013,2046,34,TRUE,FALSE,FALSE,5,0,0,0,5,5.0000,cov-high,FALSE,NONZERO_OR_OUT_OF_SCOPE,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html#SEC-CA001-0007,,ACCEPTED_GATE5_NONZERO,
SRC-CODE-APPS,CA001,apps,apps/,CODE_APPS,ATOMIZED,SEC-CA001-0008,TP-MAC-75 — canonical-model-hash-service,4,TP-MAC-75 — canonical-model-hash-service,2047,2081,35,TRUE,FALSE,FALSE,5,0,0,0,5,5.0000,cov-high,FALSE,NONZERO_OR_OUT_OF_SCOPE,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html#SEC-CA001-0008,,ACCEPTED_GATE5_NONZERO,
SRC-CODE-APPS,CA001,apps,apps/,CODE_APPS,ATOMIZED,SEC-CA001-0009,TP-MAC-76 canonical-package-hash-service (2026-06-09),4,TP-MAC-76 canonical-package-hash-service (2026-06-09),2082,2089,8,TRUE,FALSE,FALSE,6,0,0,0,6,6.0000,cov-high,FALSE,NONZERO_OR_OUT_OF_SCOPE,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html#SEC-CA001-0009,,ACCEPTED_GATE5_NONZERO,
SRC-CODE-APPS,CA001,apps,apps/,CODE_APPS,ATOMIZED,SEC-CA001-0010,TP-MAC-77 export-panel-canonical-package-hash (2026-06-09),4,TP-MAC-77 export-panel-canonical-package-hash (2026-06-09),2090,2096,7,TRUE,FALSE,FALSE,7,0,0,0,7,7.0000,cov-high,FALSE,NONZERO_OR_OUT_OF_SCOPE,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html#SEC-CA001-0010,,ACCEPTED_GATE5_NONZERO,
SRC-CODE-APPS,CA001,apps,apps/,CODE_APPS,ATOMIZED,SEC-CA001-0011,TP-MAC-78 local-project-model-hash-persistence (2026-06-09),4,TP-MAC-78 local-project-model-hash-persistence (2026-06-09),2097,2139,43,TRUE,FALSE,FALSE,7,0,0,0,7,7.0000,cov-high,FALSE,NONZERO_OR_OUT_OF_SCOPE,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html#SEC-CA001-0011,,ACCEPTED_GATE5_NONZERO,
SRC-CODE-APPS,CA001,apps,apps/,CODE_APPS,ATOMIZED,SEC-CA001-0012,TP-MAC-79 validation-preflight-model-hash-evidence (2026-06-10),4,TP-MAC-79 validation-preflight-model-hash-evidence (2026-06-10),2140,2201,62,TRUE,FALSE,FALSE,6,0,1,0,7,4.8387,cov-high,FALSE,NONZERO_OR_OUT_OF_SCOPE,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html#SEC-CA001-0012,,ACCEPTED_GATE5_NONZERO,
SRC-CODE-APPS,CA001,apps,apps/,CODE_APPS,ATOMIZED,SEC-CA001-0013,TP-MAC-80 versioned-store-schema-migration-ledger (2026-06-10),4,TP-MAC-80 versioned-store-schema-migration-ledger (2026-06-10),2202,2279,78,TRUE,FALSE,FALSE,6,0,1,0,7,3.8462,cov-high,FALSE,NONZERO_OR_OUT_OF_SCOPE,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html#SEC-CA001-0013,,ACCEPTED_GATE5_NONZERO,
SRC-CODE-APPS,CA001,apps,apps/,CODE_APPS,ATOMIZED,SEC-CA001-0014,TP-MAC-81 full-project-envelope-hash-persisted-and-verified (2026-06-10),4,TP-MAC-81 full-project-envelope-hash-persisted-and-verified (2026-06-10),2280,2352,73,TRUE,FALSE,FALSE,6,0,0,0,6,4.1096,cov-high,FALSE,NONZERO_OR_OUT_OF_SCOPE,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html#SEC-CA001-0014,,ACCEPTED_GATE5_NONZERO,
SRC-CODE-APPS,CA001,apps,apps/,CODE_APPS,ATOMIZED,SEC-CA001-0015,TP-MAC-82 apply-operation-command-path (2026-06-10),4,TP-MAC-82 apply-operation-command-path (2026-06-10),2353,2411,59,TRUE,FALSE,FALSE,7,0,0,0,7,5.9322,cov-high,FALSE,NONZERO_OR_OUT_OF_SCOPE,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html,domains/chirality/_Decomposition/gate5_coverage/GATE5_COVERAGE_PROPOSAL_20260617T153653Z/coverage_review_html/SRC-CODE-APPS.html#SEC-CA001-0015,,ACCEPTED_GATE5_NONZERO,
