SectionID,SourceDoc,SourcePrefix,Path,Depth,Title,LineStart,LineEnd,PageFirst,PageLast,HtmlAnchor,ContentHash,InScope,IsFrontMatter,IsBackMatter,FigureRefs,TableRefs,EquationRefs,AssetIDs,Text
SEC-PD021-0001,SRC-DOCS-PRD,PD021,Product Requirements Document: OpenPipeStress,1,Product Requirements Document: OpenPipeStress,1,11,,,SRC-DOCS-PRD.html#SEC-PD021-0001,34e704e26877,True,False,False,,,,,"**Working title:** OpenPipeStress   **Product type:** Free and open-source piping stress analysis platform   **Document version:** 0.1 Draft   **Date:** 2026-04-30   **Status:** Product definition / pre-architecture PRD   **Intended audience:** Piping stress engineers, software architects, numerical-method developers, open-source contributors, owner-operators, engineering managers, and technical reviewers  ---"
SEC-PD021-0002,SRC-DOCS-PRD,PD021,1. Executive Summary,2,1. Executive Summary,12,25,,,SRC-DOCS-PRD.html#SEC-PD021-0002,bb4685ec61c7,True,False,False,,,,,"OpenPipeStress is a proposed free and open-source software platform for global piping flexibility and stress analysis. The product will implement open, classical, and modern mechanical analysis methods for piping systems while requiring the responsible engineer to provide all code-specific, edition-specific, material, allowable-stress, component, stress-intensification, flexibility-factor, and proprietary design data.  The core product concept is:  > **Open mechanics in the solver; user-owned code knowledge in private data and rule packs.**  The software will provide a modern graphical interface, a transparent 3D line-element analytical engine, a user-defined rule-pack system, private material and component libraries, auditable reports, and a rigorous verification and validation program. It will not distribute ASME code text, ASME tables, ASME formulas copied from standards, ASME material allowable tables, B31J data, B16/B36 dimensional tables, or commercial software examples.  The product is designed to support engineering workflows for piping systems governed by ASME B31-family codes and other piping design codes, but it will not represent itself as an official ASME product, an ASME-certified tool, or a substitute for a licensed code, responsible engineer, or project design basis.  ---"
SEC-PD021-0003,SRC-DOCS-PRD,PD021,2. Background and Product Rationale,2,2. Background and Product Rationale,26,27,,,SRC-DOCS-PRD.html#SEC-PD021-0003,05a6adb96d73,True,False,False,,,,,
SEC-PD021-0004,SRC-DOCS-PRD,PD021,2.1 Technical Background,3,2.1 Technical Background,28,40,,,SRC-DOCS-PRD.html#SEC-PD021-0004,87520fb30371,True,False,False,,,,,"Modern piping stress analysis is fundamentally a global flexibility and stress-recovery problem. The primary model is a pipe centerline represented by line elements, with piping components represented by elastic members, rigid members, local flexibility modifiers, stress-intensification factors, and other engineering corrections. Three-dimensional solid or shell finite element analysis is reserved for selected local details, special components, or cases where the standard global pipe stress model is insufficient.  The user-supplied reference, **M. W. Kellogg Company, _Design of Piping Systems_ (1956)**, establishes much of the historical and theoretical basis for this model. Its structure aligns with the architecture proposed here:  - Chapter 2, beginning on page 31 of the scan, frames design assumptions, stress evaluation, and design limits. - Chapter 3, beginning on page 53, addresses local components such as pipe bends, miters, branch connections, flanged connections, and equipment interfaces. - Chapter 4, beginning on page 90, presents simplified flexibility-analysis methods. - Chapter 5, beginning on page 115, presents the general analytical method for flexibility analysis, including simultaneous equations, curved members, multiple planes, restrained ends, branched systems, and intermediate restraints.  The proposed product updates this lineage using modern numerical methods: sparse 3D frame finite elements, unit-aware data models, nonlinear support solving, deterministic regression tests, and auditable digital reporting."
SEC-PD021-0005,SRC-DOCS-PRD,PD021,2.2 Product Opportunity,3,2.2 Product Opportunity,41,55,,,SRC-DOCS-PRD.html#SEC-PD021-0005,5b497fdf41ec,True,False,False,,,,,"Commercial piping stress programs are powerful but expensive, opaque, and often difficult to audit at the numerical-method level. Existing open-source structural tools do not generally provide a dedicated piping stress workflow with piping-specific components, load cases, rule-pack logic, private code data management, stress-result review, and calculation-report discipline.  OpenPipeStress will fill that gap by providing:  - A credible open analytical core. - A piping-specific modeling workflow. - A graphical interface suitable for engineering use. - A strict separation between open theory and copyrighted/proprietary code data. - A validation-oriented development process. - Private project libraries and rule packs for licensed engineers and companies.  ---"
SEC-PD021-0006,SRC-DOCS-PRD,PD021,3. Product Vision,2,3. Product Vision,56,71,,,SRC-DOCS-PRD.html#SEC-PD021-0006,8382abb8db4d,True,False,False,,,,,"OpenPipeStress will become the leading transparent, auditable, code-neutral, open-source platform for piping flexibility and stress analysis.  The product will allow a qualified user to model a piping system, define materials and components, apply loads and restraints, solve the global flexibility problem, recover forces/moments/displacements/stresses, and evaluate those results against user-supplied design rules and allowables.  The product will emphasize:  1. **Engineering transparency:** Calculations, assumptions, input values, and rule checks must be visible and auditable. 2. **Copyright-respecting architecture:** Code-specific values and protected data are entered by the user or imported from lawful private sources. 3. **Modernized classical theory:** The solver implements the best practical version of line-element piping analysis rather than attempting to replace pipe stress analysis with routine 3D solids analysis. 4. **Extensibility:** The architecture supports multiple codes, company standards, component libraries, and analysis modules without embedding proprietary standards. 5. **Validation:** The software is built around testable mechanics, regression cases, and published validation packages.  ---"
SEC-PD021-0007,SRC-DOCS-PRD,PD021,4. Product Goals,2,4. Product Goals,72,73,,,SRC-DOCS-PRD.html#SEC-PD021-0007,4120c0266608,True,False,False,,,,,
SEC-PD021-0008,SRC-DOCS-PRD,PD021,4.1 Primary Goals,3,4.1 Primary Goals,74,85,,,SRC-DOCS-PRD.html#SEC-PD021-0008,31998550dbfc,True,False,False,,,,,"- Provide a free and open-source piping stress analysis platform with a dedicated GUI. - Implement a robust 3D centerline/beam-based global piping solver. - Support straight pipe, bends, branches, reducers, valves, flanges, expansion joints, rigid elements, and common support/restraint types. - Allow the user to define materials, component properties, code allowables, SIFs, flexibility factors, stress indices, and load combinations. - Provide a private rule-pack mechanism for code-specific stress checks. - Prevent silent use of missing code or component data. - Generate auditable reports that identify all assumptions, sources, missing inputs, warnings, results, and rule-pack checksums. - Maintain a rigorous verification and validation suite. - Avoid distributing copyrighted or proprietary standards content."
SEC-PD021-0009,SRC-DOCS-PRD,PD021,4.2 Secondary Goals,3,4.2 Secondary Goals,86,95,,,SRC-DOCS-PRD.html#SEC-PD021-0009,8c0c650c9058,True,False,False,,,,,"- Support open exchange formats for integration with CAD, BIM, CAE, and plant design tools. - Support educational and research use through non-code example models using invented or public-domain data. - Provide optional local-analysis handoff to external FEA tools for nozzles, trunnions, lugs, branch details, or special components. - Allow manufacturers to publish permissively licensed component data packages. - Allow owner-operators and EPCs to maintain private rule packs and libraries.  ---"
SEC-PD021-0010,SRC-DOCS-PRD,PD021,5. Non-Goals,2,5. Non-Goals,96,112,,,SRC-DOCS-PRD.html#SEC-PD021-0010,a3279a83cc7f,True,False,False,,,,,"OpenPipeStress will **not**:  - Ship ASME B31.1, B31.3, B31J, B16, B36, or other proprietary standards text, tables, figures, examples, or copyrighted code content. - Ship ASME material allowable-stress tables. - Ship B31J stress-intensification-factor or flexibility-factor equations/tables copied from the standard. - Ship B16/B36 component dimension tables unless the data is independently lawful for redistribution. - Claim to be ASME-certified, ASME-approved, or endorsed by ASME. - Replace the responsible engineer, licensed code edition, project design basis, owner specification, or engineering judgment. - Provide automatic legal interpretation of piping codes. - Treat global piping stress analysis as routine 3D solid finite element analysis. - Certify fabrication, examination, inspection, testing, or construction compliance. - Guarantee suitability for nuclear, aerospace, offshore, cryogenic, toxic, lethal-service, or high-consequence applications without additional qualified engineering review.  ---"
